SubscriptionName,SubscriptionGuid,Date,ResourceGuid,ServiceName,ServiceType,ServiceRegion,ServiceResource,Quantity,Cost
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/4/2025","8e970187-17eb-4601-9d1a-233ddc71051f","Azure App Service","Basic Plan - Linux","IN Central","B1","24","0.432000"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/5/2025","8e970187-17eb-4601-9d1a-233ddc71051f","Azure App Service","Basic Plan - Linux","IN Central","B1","24","0.432000"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/6/2025","8e970187-17eb-4601-9d1a-233ddc71051f","Azure App Service","Basic Plan - Linux","IN Central","B1","24","0.432000"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/7/2025","8e970187-17eb-4601-9d1a-233ddc71051f","Azure App Service","Basic Plan - Linux","IN Central","B1","24","0.432000"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/8/2025","8e970187-17eb-4601-9d1a-233ddc71051f","Azure App Service","Basic Plan - Linux","IN Central","B1","24","0.432000"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/9/2025","8e970187-17eb-4601-9d1a-233ddc71051f","Azure App Service","Basic Plan - Linux","IN Central","B1","24","0.432000"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/10/2025","8e970187-17eb-4601-9d1a-233ddc71051f","Azure App Service","Basic Plan - Linux","IN Central","B1","24","0.432000"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/11/2025","8e970187-17eb-4601-9d1a-233ddc71051f","Azure App Service","Basic Plan - Linux","IN Central","B1","24","0.432000"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/12/2025","8e970187-17eb-4601-9d1a-233ddc71051f","Azure App Service","Basic Plan - Linux","IN Central","B1","24","0.432000"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/13/2025","8e970187-17eb-4601-9d1a-233ddc71051f","Azure App Service","Basic Plan - Linux","IN Central","B1","24","0.432000"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/14/2025","8e970187-17eb-4601-9d1a-233ddc71051f","Azure App Service","Basic Plan - Linux","IN Central","B1","24","0.432000"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/15/2025","8e970187-17eb-4601-9d1a-233ddc71051f","Azure App Service","Basic Plan - Linux","IN Central","B1","24","0.432000"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/16/2025","8e970187-17eb-4601-9d1a-233ddc71051f","Azure App Service","Basic Plan - Linux","IN Central","B1","24","0.432000"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/17/2025","8e970187-17eb-4601-9d1a-233ddc71051f","Azure App Service","Basic Plan - Linux","IN Central","B1","24","0.432000"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/18/2025","8e970187-17eb-4601-9d1a-233ddc71051f","Azure App Service","Basic Plan - Linux","IN Central","B1","24","0.432000"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/19/2025","8e970187-17eb-4601-9d1a-233ddc71051f","Azure App Service","Basic Plan - Linux","IN Central","B1","24","0.432000"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/20/2025","8e970187-17eb-4601-9d1a-233ddc71051f","Azure App Service","Basic Plan - Linux","IN Central","B1","24","0.432000"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/21/2025","8e970187-17eb-4601-9d1a-233ddc71051f","Azure App Service","Basic Plan - Linux","IN Central","B1","24","0.432000"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/22/2025","8e970187-17eb-4601-9d1a-233ddc71051f","Azure App Service","Basic Plan - Linux","IN Central","B1","24","0.432000"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/23/2025","8e970187-17eb-4601-9d1a-233ddc71051f","Azure App Service","Basic Plan - Linux","IN Central","B1","24","0.432000"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/24/2025","8e970187-17eb-4601-9d1a-233ddc71051f","Azure App Service","Basic Plan - Linux","IN Central","B1","24","0.432000"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/25/2025","8e970187-17eb-4601-9d1a-233ddc71051f","Azure App Service","Basic Plan - Linux","IN Central","B1","24","0.432000"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/26/2025","8e970187-17eb-4601-9d1a-233ddc71051f","Azure App Service","Basic Plan - Linux","IN Central","B1","24","0.432000"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/27/2025","8e970187-17eb-4601-9d1a-233ddc71051f","Azure App Service","Basic Plan - Linux","IN Central","B1","24","0.432000"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/28/2025","8e970187-17eb-4601-9d1a-233ddc71051f","Azure App Service","Basic Plan - Linux","IN Central","B1","24","0.432000"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/29/2025","8e970187-17eb-4601-9d1a-233ddc71051f","Azure App Service","Basic Plan - Linux","IN Central","B1","24","0.432000"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/30/2025","8e970187-17eb-4601-9d1a-233ddc71051f","Azure App Service","Basic Plan - Linux","IN Central","B1","24","0.432000"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/31/2025","8e970187-17eb-4601-9d1a-233ddc71051f","Azure App Service","Basic Plan - Linux","IN Central","B1","12","0.216000"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/1/2025","076ec318-d8f8-59d6-9107-25cecc5bc508","Azure App Service","Static Web","AP East","Standard Bandwidth Usage","0.902082","0.180415"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/2/2025","076ec318-d8f8-59d6-9107-25cecc5bc508","Azure App Service","Static Web","AP East","Standard Bandwidth Usage","0.9837","0.196740"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/3/2025","076ec318-d8f8-59d6-9107-25cecc5bc508","Azure App Service","Static Web","AP East","Standard Bandwidth Usage","1.106939","0.221388"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/4/2025","076ec318-d8f8-59d6-9107-25cecc5bc508","Azure App Service","Static Web","AP East","Standard Bandwidth Usage","1.382558","0.276511"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/5/2025","076ec318-d8f8-59d6-9107-25cecc5bc508","Azure App Service","Static Web","AP East","Standard Bandwidth Usage","1.762211","0.352444"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/6/2025","076ec318-d8f8-59d6-9107-25cecc5bc508","Azure App Service","Static Web","AP East","Standard Bandwidth Usage","0.935294","0.187060"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/7/2025","076ec318-d8f8-59d6-9107-25cecc5bc508","Azure App Service","Static Web","AP East","Standard Bandwidth Usage","2.384186","0.476837"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/8/2025","076ec318-d8f8-59d6-9107-25cecc5bc508","Azure App Service","Static Web","AP East","Standard Bandwidth Usage","0.873512","0.174703"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/9/2025","076ec318-d8f8-59d6-9107-25cecc5bc508","Azure App Service","Static Web","AP East","Standard Bandwidth Usage","1.320606","0.264120"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/10/2025","076ec318-d8f8-59d6-9107-25cecc5bc508","Azure App Service","Static Web","AP East","Standard Bandwidth Usage","0.647052","0.129410"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/11/2025","076ec318-d8f8-59d6-9107-25cecc5bc508","Azure App Service","Static Web","AP East","Standard Bandwidth Usage","1.348676","0.269734"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/12/2025","076ec318-d8f8-59d6-9107-25cecc5bc508","Azure App Service","Static Web","AP East","Standard Bandwidth Usage","0.747135","0.149427"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/13/2025","076ec318-d8f8-59d6-9107-25cecc5bc508","Azure App Service","Static Web","AP East","Standard Bandwidth Usage","1.054595","0.210920"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/14/2025","076ec318-d8f8-59d6-9107-25cecc5bc508","Azure App Service","Static Web","AP East","Standard Bandwidth Usage","1.421157","0.284229"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/15/2025","076ec318-d8f8-59d6-9107-25cecc5bc508","Azure App Service","Static Web","AP East","Standard Bandwidth Usage","1.27963","0.255926"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/16/2025","076ec318-d8f8-59d6-9107-25cecc5bc508","Azure App Service","Static Web","AP East","Standard Bandwidth Usage","1.132424","0.226486"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/17/2025","076ec318-d8f8-59d6-9107-25cecc5bc508","Azure App Service","Static Web","AP East","Standard Bandwidth Usage","0.946353","0.189270"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/18/2025","076ec318-d8f8-59d6-9107-25cecc5bc508","Azure App Service","Static Web","AP East","Standard Bandwidth Usage","1.902707","0.380541"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/19/2025","076ec318-d8f8-59d6-9107-25cecc5bc508","Azure App Service","Static Web","AP East","Standard Bandwidth Usage","1.985645","0.397129"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/20/2025","076ec318-d8f8-59d6-9107-25cecc5bc508","Azure App Service","Static Web","AP East","Standard Bandwidth Usage","0.968426","0.193685"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/21/2025","076ec318-d8f8-59d6-9107-25cecc5bc508","Azure App Service","Static Web","AP East","Standard Bandwidth Usage","1.551961","0.310392"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/22/2025","076ec318-d8f8-59d6-9107-25cecc5bc508","Azure App Service","Static Web","AP East","Standard Bandwidth Usage","0.763553","0.152708"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/23/2025","076ec318-d8f8-59d6-9107-25cecc5bc508","Azure App Service","Static Web","AP East","Standard Bandwidth Usage","2.565133","0.513029"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/24/2025","076ec318-d8f8-59d6-9107-25cecc5bc508","Azure App Service","Static Web","AP East","Standard Bandwidth Usage","4.320956","0.864190"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/25/2025","076ec318-d8f8-59d6-9107-25cecc5bc508","Azure App Service","Static Web","AP East","Standard Bandwidth Usage","4.593748","0.918751"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/26/2025","076ec318-d8f8-59d6-9107-25cecc5bc508","Azure App Service","Static Web","AP East","Standard Bandwidth Usage","2.884692","0.576939"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/27/2025","076ec318-d8f8-59d6-9107-25cecc5bc508","Azure App Service","Static Web","AP East","Standard Bandwidth Usage","0.731132","0.146227"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/28/2025","076ec318-d8f8-59d6-9107-25cecc5bc508","Azure App Service","Static Web","AP East","Standard Bandwidth Usage","0.539942","0.107988"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/29/2025","076ec318-d8f8-59d6-9107-25cecc5bc508","Azure App Service","Static Web","AP East","Standard Bandwidth Usage","0.497559","0.099512"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/30/2025","076ec318-d8f8-59d6-9107-25cecc5bc508","Azure App Service","Static Web","AP East","Standard Bandwidth Usage","0.615904","0.123181"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/31/2025","076ec318-d8f8-59d6-9107-25cecc5bc508","Azure App Service","Static Web","AP East","Standard Bandwidth Usage","0.200122","0.040024"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/1/2025","527eca07-7fab-5e83-b5b2-2a608eca7e17","Storage","Azure Premium SSD v2","IN Central","Premium LRS Provisioned IOPS","0","0.000000"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/2/2025","527eca07-7fab-5e83-b5b2-2a608eca7e17","Storage","Azure Premium SSD v2","IN Central","Premium LRS Provisioned IOPS","0","0.000000"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/1/2025","365a457f-78b3-4c98-8199-2c0459ed3e39","Storage","Files","IN Central","LRS Data Stored","0.010512","0.000696"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/2/2025","365a457f-78b3-4c98-8199-2c0459ed3e39","Storage","Files","IN Central","LRS Data Stored","0.010512","0.000696"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/3/2025","365a457f-78b3-4c98-8199-2c0459ed3e39","Storage","Files","IN Central","LRS Data Stored","0.010512","0.000696"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/4/2025","365a457f-78b3-4c98-8199-2c0459ed3e39","Storage","Files","IN Central","LRS Data Stored","0.010512","0.000696"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/5/2025","365a457f-78b3-4c98-8199-2c0459ed3e39","Storage","Files","IN Central","LRS Data Stored","0.010512","0.000696"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/6/2025","365a457f-78b3-4c98-8199-2c0459ed3e39","Storage","Files","IN Central","LRS Data Stored","0.010512","0.000696"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/7/2025","365a457f-78b3-4c98-8199-2c0459ed3e39","Storage","Files","IN Central","LRS Data Stored","0.010524","0.000696"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/8/2025","365a457f-78b3-4c98-8199-2c0459ed3e39","Storage","Files","IN Central","LRS Data Stored","0.010536","0.000696"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/9/2025","365a457f-78b3-4c98-8199-2c0459ed3e39","Storage","Files","IN Central","LRS Data Stored","0.010536","0.000696"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/10/2025","365a457f-78b3-4c98-8199-2c0459ed3e39","Storage","Files","IN Central","LRS Data Stored","0.010536","0.000696"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/11/2025","365a457f-78b3-4c98-8199-2c0459ed3e39","Storage","Files","IN Central","LRS Data Stored","0.010536","0.000696"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/12/2025","365a457f-78b3-4c98-8199-2c0459ed3e39","Storage","Files","IN Central","LRS Data Stored","0.010536","0.000696"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/13/2025","365a457f-78b3-4c98-8199-2c0459ed3e39","Storage","Files","IN Central","LRS Data Stored","0.010536","0.000696"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/14/2025","365a457f-78b3-4c98-8199-2c0459ed3e39","Storage","Files","IN Central","LRS Data Stored","0.010536","0.000696"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/15/2025","365a457f-78b3-4c98-8199-2c0459ed3e39","Storage","Files","IN Central","LRS Data Stored","0.010536","0.000696"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/16/2025","365a457f-78b3-4c98-8199-2c0459ed3e39","Storage","Files","IN Central","LRS Data Stored","0.010536","0.000696"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/17/2025","365a457f-78b3-4c98-8199-2c0459ed3e39","Storage","Files","IN Central","LRS Data Stored","0.010536","0.000696"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/18/2025","365a457f-78b3-4c98-8199-2c0459ed3e39","Storage","Files","IN Central","LRS Data Stored","0.010536","0.000696"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/19/2025","365a457f-78b3-4c98-8199-2c0459ed3e39","Storage","Files","IN Central","LRS Data Stored","0.010536","0.000696"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/20/2025","365a457f-78b3-4c98-8199-2c0459ed3e39","Storage","Files","IN Central","LRS Data Stored","0.010536","0.000696"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/21/2025","365a457f-78b3-4c98-8199-2c0459ed3e39","Storage","Files","IN Central","LRS Data Stored","0.010536","0.000696"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/22/2025","365a457f-78b3-4c98-8199-2c0459ed3e39","Storage","Files","IN Central","LRS Data Stored","0.010536","0.000696"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/23/2025","365a457f-78b3-4c98-8199-2c0459ed3e39","Storage","Files","IN Central","LRS Data Stored","0.010536","0.000696"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/24/2025","365a457f-78b3-4c98-8199-2c0459ed3e39","Storage","Files","IN Central","LRS Data Stored","0.010536","0.000696"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/25/2025","365a457f-78b3-4c98-8199-2c0459ed3e39","Storage","Files","IN Central","LRS Data Stored","0.010536","0.000696"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/26/2025","365a457f-78b3-4c98-8199-2c0459ed3e39","Storage","Files","IN Central","LRS Data Stored","0.010536","0.000696"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/27/2025","365a457f-78b3-4c98-8199-2c0459ed3e39","Storage","Files","IN Central","LRS Data Stored","0.010536","0.000696"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/28/2025","365a457f-78b3-4c98-8199-2c0459ed3e39","Storage","Files","IN Central","LRS Data Stored","0.010536","0.000696"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/29/2025","365a457f-78b3-4c98-8199-2c0459ed3e39","Storage","Files","IN Central","LRS Data Stored","0.010536","0.000696"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/30/2025","365a457f-78b3-4c98-8199-2c0459ed3e39","Storage","Files","IN Central","LRS Data Stored","0.010536","0.000696"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/31/2025","365a457f-78b3-4c98-8199-2c0459ed3e39","Storage","Files","IN Central","LRS Data Stored","0.005707","0.000377"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/1/2025","6a99015c-d33f-4f46-ae59-2e4d14091aa8","Storage","Files","All","Protocol Operations","0.9322","0.001397"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/2/2025","6a99015c-d33f-4f46-ae59-2e4d14091aa8","Storage","Files","All","Protocol Operations","1.0085","0.001513"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/3/2025","6a99015c-d33f-4f46-ae59-2e4d14091aa8","Storage","Files","All","Protocol Operations","0.9704","0.001455"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/4/2025","6a99015c-d33f-4f46-ae59-2e4d14091aa8","Storage","Files","All","Protocol Operations","0.9627","0.001446"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/5/2025","6a99015c-d33f-4f46-ae59-2e4d14091aa8","Storage","Files","All","Protocol Operations","0.9613","0.001439"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/6/2025","6a99015c-d33f-4f46-ae59-2e4d14091aa8","Storage","Files","All","Protocol Operations","0.9206","0.001378"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/7/2025","6a99015c-d33f-4f46-ae59-2e4d14091aa8","Storage","Files","All","Protocol Operations","0.9953","0.001491"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/8/2025","6a99015c-d33f-4f46-ae59-2e4d14091aa8","Storage","Files","All","Protocol Operations","0.9757","0.001466"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/9/2025","6a99015c-d33f-4f46-ae59-2e4d14091aa8","Storage","Files","All","Protocol Operations","0.9675","0.001448"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/10/2025","6a99015c-d33f-4f46-ae59-2e4d14091aa8","Storage","Files","All","Protocol Operations","0.912","0.001368"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/11/2025","6a99015c-d33f-4f46-ae59-2e4d14091aa8","Storage","Files","All","Protocol Operations","0.985","0.001475"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/12/2025","6a99015c-d33f-4f46-ae59-2e4d14091aa8","Storage","Files","All","Protocol Operations","0.9455","0.001418"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/13/2025","6a99015c-d33f-4f46-ae59-2e4d14091aa8","Storage","Files","All","Protocol Operations","0.8764","0.001311"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/14/2025","6a99015c-d33f-4f46-ae59-2e4d14091aa8","Storage","Files","All","Protocol Operations","0.9928","0.001486"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/15/2025","6a99015c-d33f-4f46-ae59-2e4d14091aa8","Storage","Files","All","Protocol Operations","0.9628","0.001442"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/16/2025","6a99015c-d33f-4f46-ae59-2e4d14091aa8","Storage","Files","All","Protocol Operations","0.9542","0.001431"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/17/2025","6a99015c-d33f-4f46-ae59-2e4d14091aa8","Storage","Files","All","Protocol Operations","0.9473","0.001421"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/18/2025","6a99015c-d33f-4f46-ae59-2e4d14091aa8","Storage","Files","All","Protocol Operations","0.978","0.001466"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/19/2025","6a99015c-d33f-4f46-ae59-2e4d14091aa8","Storage","Files","All","Protocol Operations","0.8924","0.001339"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/20/2025","6a99015c-d33f-4f46-ae59-2e4d14091aa8","Storage","Files","All","Protocol Operations","0.8468","0.001269"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/21/2025","6a99015c-d33f-4f46-ae59-2e4d14091aa8","Storage","Files","All","Protocol Operations","0.925","0.001385"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/22/2025","6a99015c-d33f-4f46-ae59-2e4d14091aa8","Storage","Files","All","Protocol Operations","0.9371","0.001406"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/23/2025","6a99015c-d33f-4f46-ae59-2e4d14091aa8","Storage","Files","All","Protocol Operations","0.9227","0.001381"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/24/2025","6a99015c-d33f-4f46-ae59-2e4d14091aa8","Storage","Files","All","Protocol Operations","1.0575","0.001586"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/25/2025","6a99015c-d33f-4f46-ae59-2e4d14091aa8","Storage","Files","All","Protocol Operations","1.0674","0.001601"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/26/2025","6a99015c-d33f-4f46-ae59-2e4d14091aa8","Storage","Files","All","Protocol Operations","0.9927","0.001490"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/27/2025","6a99015c-d33f-4f46-ae59-2e4d14091aa8","Storage","Files","All","Protocol Operations","0.9269","0.001390"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/28/2025","6a99015c-d33f-4f46-ae59-2e4d14091aa8","Storage","Files","All","Protocol Operations","0.8904","0.001331"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/29/2025","6a99015c-d33f-4f46-ae59-2e4d14091aa8","Storage","Files","All","Protocol Operations","0.9124","0.001367"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/30/2025","6a99015c-d33f-4f46-ae59-2e4d14091aa8","Storage","Files","All","Protocol Operations","0.8988","0.001348"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/31/2025","6a99015c-d33f-4f46-ae59-2e4d14091aa8","Storage","Files","All","Protocol Operations","0.513","0.000770"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/1/2025","85b3dd89-6bb6-4dbe-9f95-2fcf2068a482","Application Gateway","Standard v2","AP East","Standard Fixed Cost","24","7.440000"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/2/2025","85b3dd89-6bb6-4dbe-9f95-2fcf2068a482","Application Gateway","Standard v2","AP East","Standard Fixed Cost","24","7.440000"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/3/2025","85b3dd89-6bb6-4dbe-9f95-2fcf2068a482","Application Gateway","Standard v2","AP East","Standard Fixed Cost","24","7.440000"
"Microsoft Azure Sponsorship","e88b120d-0e65-4bd2-89ba-9650c120c639","7/4/2025","85b3dd89-6bb6-4dbe-9f95-2fcf2068a482","Application Gateway","Standard v2","AP East","Standard Fixed Cost","24","7.440000"
